,Parametro,Prob,,
43628,ALFREDO CHAVERO 42,5.72E-06,,
43629,CERRADA DE MALINALLI 6,5.72E-06,,
43631,PRESA LA ANGOSTURA CERVANTES SAVEDRA,5.72E-06,,
43632,CARLOS J. MENESES 242,5.72E-06,,
43633,SUPERAMA PACHUCA,5.72E-06,,
43634,SEGUNDA CERRADA DE TOLUCA NUMERO 6,5.72E-06,,
43635,EJE TRES ORIENTE NUMERO 54,5.72E-06,,
43637,ERNESTO P URRUCHURTO,5.72E-06,,
43639,CALLE 3  272,5.72E-06,,
43623,CANAL SECO ESQUINA 20 DE NOVIEMBRE,5.72E-06,,
43640,CALLE  NORTEB 66-A,5.72E-06,,
43641,CALLE LADERA DE LAS PALMAS,5.72E-06,,
43642,ANTONIO DOVALI JAIME NUM 70 (PLAZA SAMARA),5.72E-06,,
43643,LATERAL DE AVENIDA PERIFERICO,5.72E-06,,
43644,ANILLO DE CIRCUNVALACION Y RAMON CORONA,5.72E-06,,
43645,CDA. ALMEDROS,5.72E-06,,
43646,BALEARES,5.72E-06,,
43647,AVENIDA DE FERROCARRIL DE RIO FRIO,5.72E-06,,
43648,SUR  25,5.72E-06,,
43649,NORTE 72-A 5125,5.72E-06,,
43624,EMILIANO ZAPATA 258,5.72E-06,,
43622,NORMANDIA 6,5.72E-06,,
43481,AMADO NERVO MANZANA 5 LOTE 9,5.72E-06,,
43608,PRIV. DE LOS ANGELES,5.72E-06,,
43598,AVENIDA DIAGONAL DE SAN ANTONIO,5.72E-06,,
43599,FAUSTO NIIETO,5.72E-06,,
43600,UNIVERSIDAD Y NECAXA,5.72E-06,,
43601,NORTE 48 Y ORIENTE 91,5.72E-06,,
43602,AVENIDA TAMPICO,5.72E-06,,
43603,"TIENDA DE LA UNAM, EN EL INTERIOR DE CIUDAD UNIVERSITARIA.",5.72E-06,,
43604,LUIS JASSO NUMERO 70,5.72E-06,,
43605,CALLE UNIDAD NACIONAL,5.72E-06,,
43606,ANDADOR ESTRELLA (LA CALLE NO SE UBICA),5.72E-06,,
43607,PASEO DE LAS MARGARITAS,5.72E-06,,
43609,UNIDAD CABEZA DE JUAREZ III,5.72E-06,,
43621,MANUEL MARQUEZ,5.72E-06,,
43610,CERRADA JOSE JOAQUIN HERRERA CASA 5,5.72E-06,,
43612,ANSELMO DE LA PORTILLA RETORNO 1,5.72E-06,,
43613,ORIERTE 146,5.72E-06,,
43614,HUIHUITLAN,5.72E-06,,
43615,CALLE DE SUR 135 NUMERO 1914,5.72E-06,,
43616,AVENIDA TLAHUAC ESQUINA NICOLAS BRAVO,5.72E-06,,
43617,CALLE  MANUEL CABALLERO,5.72E-06,,
43618,"CALLE ROSARIO CASTELLANOS EDIFICIO G, DEPARTAMENTO 201",5.72E-06,,
43619,AVENIDA CENTENARIO S/N,5.72E-06,,
43620,JOSEFA ORITZ DE DOMINGUEZ,5.72E-06,,
43650,MAGDALENA DE LOS COBOS,5.72E-06,,
43651,"INSURGENTES Y AVENIDA DE EJE UNO, (PLAZA FORUM BUENAVISTA)",5.72E-06,,
43652,CALLE 2 B,5.72E-06,,
43690,FEDERACION MANZANA 4 LOTE 7,5.72E-06,,
43679,VIOLETA (LA COLONIA REFERIDA NO COINCIDE CON LA DEL RESULTADO DE LA BUSQUEDA),5.72E-06,,
43680,CIRCUITO EMPRESARIAL,5.72E-06,,
43681,CRUZ ESLAVA,5.72E-06,,
43682,AVENIDA 595 FRENTE A EL NUMERO 44 EN LA COLONIA SAN JUAN DE ARAGON TERCERA SECCION,5.72E-06,,
43684,LAGUNA  SAN  CRISTOBAL,5.72E-06,,
43685,METRO HANGARES  EJE  1,5.72E-06,,
43686,CALLE PROLONGACION CORREGIDORA NO. 76 Y EMILIANO ZAPATA,5.72E-06,,
43687,AV  OBSERVATORIO,5.72E-06,,
43688,SAN MARCOS PEDREGAL,5.72E-06,,
43689,AV. CALIFORNIA,5.72E-06,,
43691,DEJE CINCO Y TLALPAN PASO A DESNIVEL COLONIA NATIVITAS,5.72E-06,,
43653,NINFAS,5.72E-06,,
43692,FOGATA,5.72E-06,,
43693,AVENIDA PATRIOTISMO PLAZA METROPOLI PATRIOTISMO,5.72E-06,,
43694,FERROCARRIL CENTRAL 549,5.72E-06,,
43695,CALLE PIEDRA CALIZA NO. 7,5.72E-06,,
43696,CALLE DE LA CRUZ NUMERO 10,5.72E-06,,
43697,AVENIDA DEL MORAL ESQUINA CON ROJO GOMEZ,5.72E-06,,
43698,AVENIDA  HIDALGO  Y LUIS CABRERA,5.72E-06,,
43699,AVENIDA 08 SIN NUMERO,5.72E-06,,
43700,CANAL DE SUEZ Y CANAL DE PANAMA,5.72E-06,,
43701,IESTACION DEL METRO LA RAZA LINEA 3 DEL STC,5.72E-06,,
43678,AVENIDA TLAHUAC TULYEHUALCO Y CALLE ORQUIDEA,5.72E-06,,
43677,INDEPENDENCIA AN BARTOLOME XICOMULCO,5.72E-06,,
43676,CALLE NORTE 86 A NUMERO 6653 EN LA COLONIA SAN PEDRO EL CHICO,5.72E-06,,
43675,AVENIDA ERMITA IZTAPALAPA NUMERO 1752,5.72E-06,,
43654,MARRANZA,5.72E-06,,
43655,LIC. JUAN C. DORIA,5.72E-06,,
43656,AVENIDA CONSTITUCION DE LA REPUBLICA  Y CALLE GUERRERO,5.72E-06,,
43657,NTE. 2,5.72E-06,,
43658,ESTUDIOS SAN ANGEL  INN,5.72E-06,,
43659,"HEROES DE 1821,",5.72E-06,,
43660,MIGUEL ANGEL DE QUEVEDO 279,5.72E-06,,
43661,AVENIDA CIRCULVALACION,5.72E-06,,
43662,"SAN PABLO, NUEVA EL ROSARIO",5.72E-06,,
43663,BAJIO  Y SALINA CRUZ,5.72E-06,,
43664,"OAXACA,MIGUEL DE LA MADRID",5.72E-06,,
43665,AVV. CHAPULTEPEC,5.72E-06,,
43666,SUR 115 MANZANA 36 LOTE 45 NUMERO 2213,5.72E-06,,
43667,AVENIDA PERIFERICO S/N ESQUINA ANTONIO HIDALGO,5.72E-06,,
43668,TERCER ANDADOR DE OSA MAYOR 170,5.72E-06,,
43669,ATOTOLCOSIN NUMERO PARAJE  ARBOLEDA COLONIA ATOTOLCO ALCALDIA DE TLAHUAC,5.72E-06,,
43670,MAAGNOLIA,5.72E-06,,
43671,CALLE CRUZ GALVEZ,5.72E-06,,
43672,PIPILA 238,5.72E-06,,
43673,AVENIDA MIGUEL DE CERVANTES  SAAVEDRA,5.72E-06,,
43674,AVENIDA PERIFERICO CON DIRECCION DE  NORTE A SUR,5.72E-06,,
43597,DIAZ DE LEON,5.72E-06,,
43596,POZOS #45,5.72E-06,,
43594,PROLONGACION JUÃREZ NORTE,5.72E-06,,
43522,MECANOGRAFOS60,5.72E-06,,
43511,SALITRE,5.72E-06,,
43512,CERRADA DE INGENIEROS MILITARES (RTNO. 2 INGENIEROS MILITARES),5.72E-06,,
43514,GRANEROS,5.72E-06,,
43515,EJE 2 NORTE AV. EULALIA GUZMAN,5.72E-06,,
43516,AZTECAS NUMERO 4,5.72E-06,,
43517,ORIENTE 245 -A,5.72E-06,,
43518,EJE DOS NORTE EULALIA GUZMAN,5.72E-06,,
43519,VOLCAN BATUR,5.72E-06,,
43520,SOR JUANA INES DE LA CRUZ (NO SE ENCONTRO CALLE),5.72E-06,,
43521,INMURIS,5.72E-06,,
43523,PUENTE CUADRISTOS,5.72E-06,,
43536,ACUESCOMA,5.72E-06,,
43524,3A. CDA. JARDIN,5.72E-06,,
43525,JOSEFA BATIDOS,5.72E-06,,
43526,TERCERA CDA.FRESNO,5.72E-06,,
43527,GRIEG,5.72E-06,,
43528,AV. PROL. EJE 6 SUR,5.72E-06,,
43529,PLAZA VILLA DE LA DE LA MADRID,5.72E-06,,
43530,PONIENTE 9,5.72E-06,,
43531,TLACUILOTEPEC,5.72E-06,,
43532,CDA. CERRO DE LEON (NO ESTA MARCADA),5.72E-06,,
43533,LAGO NUMERO 2,5.72E-06,,
43510,QUAUNICOL,5.72E-06,,
43509,AVENIDA 17 DE MAYO,5.72E-06,,
43508,AVENIDA PLAN DE MUYUGUARDA,5.72E-06,,
43507,GENERAL LEON,5.72E-06,,
43482,GRAL. CHILARDI 8,5.72E-06,,
43483,MONTEVIDEO (LA COLONIA DE REFERENCIA NO COINCIDE CON LA DEL RESULTADO DE LA BUSQUEDA),5.72E-06,,
43484,CALLE PRIMERA DE  PRINCIPAL,5.72E-06,,
43485,ORIENTE 29 (NO ESTA MARCADA),5.72E-06,,
43486,AVENIDA 1  MANZANA  2 LOTE  2,5.72E-06,,
43487,AVENIDA SUR DE LOS CIEN METROS 600,5.72E-06,,
43488,CALLE PROLONGACION CANAL DE MIRAMONTES (LA COLONIA REFERIDA NO COINCIDE CON LA DEL RESULTADO DE LA BUSQUEDA),5.72E-06,,
43490,AVENIDA AMSTERDAM 124,5.72E-06,,
43491,AVENIDA SAN FRANCISCO SOSA,5.72E-06,,
43492,PLAYA MANZANILLO 531,5.72E-06,,
43493,LAZARAO CARDENAS 617,5.72E-06,,
43494,SAN JOSE DE LAS PALMAS,5.72E-06,,
43495,JUAN LESLIE 10,5.72E-06,,
43496,PRESA NEJAPA 132,5.72E-06,,
43497,"PONIENTE 108, 83",5.72E-06,,
43499,AVENIDA  CENTRAL  SUR,5.72E-06,,
43501,DURAZNO MANZANA 12 LOTE 30,5.72E-06,,
43502,AVENIDA MANUEL GONZALEZ 166,5.72E-06,,
43503,AVENIDA DIVISION DEL NORTE (DIRECCION SUR),5.72E-06,,
43504,PIRANA Y MACAHUITE,5.72E-06,,
43505,CDA DE LA VIGA,5.72E-06,,
43534,U,5.72E-06,,
43537,NORTE 85 (LA COLONIA REFERIDA NO COINCIDE CON LA DEL RESULTADO DE LA BUSQUEDA),5.72E-06,,
43593,AV. DE LOS PINOS 22,5.72E-06,,
43579,CUADRANTE  DE SAN  FRANCISCO,5.72E-06,,
43567,KILOMETRO 7 200 CARRETERA PICACHO AJUSCO,5.72E-06,,
43568,LLUVIA DE ESTRELLAS (LA COLONIA REFERIDA NO COINCIDE CON LA DEL RESULTADO DE LA BUSQUEDA),5.72E-06,,
43571,JOSE MARIA CAMACHO QUIAHUATLA,5.72E-06,,
43572,RECREO 99,5.72E-06,,
43573,PRIVADA 20 DE NOVIEMBRE #8,5.72E-06,,
43574,CERRADA DE LOS PINOS  MANZANA 20 LOTE  4,5.72E-06,,
43575,TERRAZAS,5.72E-06,,
43576,SAN MIGUEL(NO SE UBICO CALLE EN COLONIA DE HECHOS),5.72E-06,,
43577,CALZADA LEGARIA NUMERO 371,5.72E-06,,
43578,PARROQUIA 301,5.72E-06,,
43580,6A. CDA. OJO DE AGUA,5.72E-06,,
43538,AMUZGO Y CANAL DE TEZONTLE,5.72E-06,,
43582,CALLE4,5.72E-06,,
43583,AV. SAN FERNANDO 560,5.72E-06,,
43584,BUGAMBILIAS XALTOCAN,5.72E-06,,
43586,NTE 74A,5.72E-06,,
43587,SUR 153 NUMERO 2216,5.72E-06,,
43588,CALZADA CAMARONES 155,5.72E-06,,
43589,CALLEJON PASO MAYOR,5.72E-06,,
43590,ORIENTE 245 NUMERO 301,5.72E-06,,
43591,CICALCO 217,5.72E-06,,
43592,CAMINO A SANTA TERESA 187,5.72E-06,,
43566,CALEDONIO GARCES,5.72E-06,,
43565,2a CERRADA AVENIDA JARDIN,5.72E-06,,
43564,ALBINO GARCIA 236,5.72E-06,,
43563,CERRADA DE THOMAS WILSON,5.72E-06,,
43539,MAXTLA  Y  RIO  CHURUBUSCO,5.72E-06,,
43540,SOTO NUMERO 235,5.72E-06,,
43541,"CALLE ANA BOLENA MANZANA 46, LOTE 17,",5.72E-06,,
43542,CALLE HIDALGO NUMERO 50 FRENTE,5.72E-06,,
43543,NAUTLA Y CALLE 11,5.72E-06,,
43544,AVENIDA CANAL DE GARAY PERIFERICO ORIENTE,5.72E-06,,
43545,CALZADA DE LAS BOMBAS 620,5.72E-06,,
43546,JOSE MARTI 87,5.72E-06,,
43547,CALZADA DE LAS BOMBAS 762,5.72E-06,,
43548,EMILIANO ZAPATA SAN JUAN DE ARAGON,5.72E-06,,
43549,NAPOLEON Y WASHINGTON,5.72E-06,,
43550,CALLE CERRADA PALMAS,5.72E-06,,
43551,AVENIDA TENOCHTITLAN 8041,5.72E-06,,
43552,MURILLO 46,5.72E-06,,
43553,EJE 3 ORIENTE AZUCAR,5.72E-06,,
43555,1 DE MAYO  DE 1854,5.72E-06,,
43556,CALLE CRISANTEMA,5.72E-06,,
43558,AV JUAN  ALVARES,5.72E-06,,
43559,REVILLAGIGEDO 96,5.72E-06,,
43560,AV EJE TRES ORIENTE,5.72E-06,,
43562,LATERAL DE  ANILLO  PERIFERICO,5.72E-06,,
43252,CAMINO  DE LOS TOROS,5.72E-06,,
43251,AVENIDA DE LA FORTUNA,5.72E-06,,
43250,PRIMERA CERRADA DE CAMINO NACIONAL 17,5.72E-06,,
42943,CALANDRIA,5.72E-06,,
42932,AVENIDA ING. EDUARDO MOLINA,5.72E-06,,
42933,AVENIDA DIZ ORDAZ,5.72E-06,,
42934,AQUILES SERDÃN,5.72E-06,,
42935,"PONIENTE 126   SECTOR C,",5.72E-06,,
42936,PETLAPAN,5.72E-06,,
42937,CALZ. DE LA AGUILAS,5.72E-06,,
42938,ROBERTO PERAZA,5.72E-06,,
42939,CERRADA DE XOCHITL,5.72E-06,,
42940,ANTIGUO CAMINO SAN FRANCISCO,5.72E-06,,
42942,CARRETERA SANTA ANA,5.72E-06,,
42944,RETORNO 38 DE AVENIDA  DEL  TALLER,5.72E-06,,
42930,AVENIDA CANAL DE RIO CHUBUSCO,5.72E-06,,
42945,GONZALEZ PENA,5.72E-06,,
42946,CERRADA GUSTAVO DIAZ ORDAZ MZ 27 LT 11,5.72E-06,,
42947,FUENTE DE LAS CIBELES,5.72E-06,,
42948,CALZ.   SAN JUAN DE ARAGON 516,5.72E-06,,
42949,AV.  PDTE.  MAZARYK,5.72E-06,,
42950,CHIMALPOPOCA NUMERO 95 LOCAL 1,5.72E-06,,
42951,CERRADA NOGAL SILVESTRE,5.72E-06,,
42952,UNIDAD  CHAIRE,5.72E-06,,
42953,AMINCO,5.72E-06,,
42955,ANDADOR FONDO DE VIVIENDA,5.72E-06,,
42931,MAESTRO RURAL 157,5.72E-06,,
42929,CALLE TOPOLOBAMPO,5.72E-06,,
43249,CUARTA CERRADA DE TETLALPA,5.72E-06,,
42915,GRAN BRETANA  (NO SE UBICO LA CALLE DE REFERENCIA,5.72E-06,,
42904,TOCHTLE (LA CALLEE NO SE UBICA),5.72E-06,,
42905,AV. AGUSTIN VICENTE EGUIA,5.72E-06,,
42906,CALLE VILLA FELICHE,5.72E-06,,
42907,CALLE 71 Y SAMUEL GOMPERS,5.72E-06,,
42908,CARRETERA A SANTA CECILIA  (AV. 5 DE MAYO OTE.),5.72E-06,,
42909,AVENIDA DE SAN FERNANDO (SMART FIT),5.72E-06,,
42910,AV. PROLONGACION CAFETALES,5.72E-06,,
42911,PRIMERA CERRADA DE CONSTITUCION,5.72E-06,,
42912,AVENIDA LAS TORRES A LA ALTURA DE LA CERRADA DE JOSE CLEMENTE OROZCO,5.72E-06,,
42913,QUETZALCOATL Y CAMINO REAL AL AJUSCO,5.72E-06,,
42916,TURQUEZA 64,5.72E-06,,
42928,PRIMERA CERRADA DE AIDA,5.72E-06,,
42917,LOMA DE LUNA (NO SE UBICO LA CALLE DE REFERENCIA),5.72E-06,,
42918,AV. MONTEVIDEO LINDAVISTA,5.72E-06,,
42919,"CALLE AZTECAS, MANZANA UNO, LOTE 12",5.72E-06,,
42920,JESUS URUETA 22,5.72E-06,,
42921,JUANA DE ARCO (LA CALLE NO SE UBICA),5.72E-06,,
42922,AVENIDA HIDALGO ESQUINA CON CALLE MORELOS,5.72E-06,,
42923,CALLE MIMOSAS  (AV. REFINERIA AZCAPOTZALCO),5.72E-06,,
42925,MONTEVIDEO 635,5.72E-06,,
42926,CALLE NORTE 78 A,5.72E-06,,
42927,CALLE MARCELINO DAVALOS,5.72E-06,,
42957,DR. VELASCO NUMERO 1 LOCAL F,5.72E-06,,
42959,CALLE 5 DE MAYO SIN NUMERO,5.72E-06,,
42960,RETORNO TRES LEGION DEL NORTE,5.72E-06,,
42998,AVENIDA JARDIN NUMERO 257 TORRE A DEPARTAMENTO 610,5.72E-06,,
42987,CALLE ZAPOTLA,5.72E-06,,
42988,ECONOMIA  ESQ  GUERRA  Y MARINA,5.72E-06,,
42989,2A CDA CTO CANTERA,5.72E-06,,
42990,AV.  CONGRESO DE LA  UNION DEL PARQUE,5.72E-06,,
42991,FRNZ SCHUERT,5.72E-06,,
42993,SALVADOR BERMUDEZ,5.72E-06,,
42994,GUELATAO EJERCITO DE AGUA PRIETA,5.72E-06,,
42995,CAYETANO ANDRADE MANZANA 50 LOTE 420,5.72E-06,,
42996,PROLONGACION CANAL DE MIRAMONTES 3835,5.72E-06,,
42997,CERRADA ZACATLAN SIN NUMERO,5.72E-06,,
42999,CALLE ROSAS DE ORIENTE,5.72E-06,,
42961,MORELOS NUMERO 13,5.72E-06,,
43000,"DOCTOR FRANCISCO CABRERA NUMERO 62, DEPARTAMENTO 3,",5.72E-06,,
43001,TECOYOTITLA ENTRE CALLE VITO ALESSIO ROBLES,5.72E-06,,
43002,RANCHO UPACUARO,5.72E-06,,
43003,MATIAS,5.72E-06,,
43004,XICOTENCATL 293,5.72E-06,,
43005,CALLE 4  (NO ESTA MARCADA),5.72E-06,,
43006,CALLE TEKIT,5.72E-06,,
43007,CONCEPCION (PURISIMA CONCEPCION),5.72E-06,,
43008,2DA NORTE,5.72E-06,,
43009,ENCINOS (HOSPITAL GENERAL AJUSCO MEDIO),5.72E-06,,
42986,CTO. RIO TOMELLIN,5.72E-06,,
42985,SAN MARCOS Y AV. AZCAPOTZALCO,5.72E-06,,
42984,CAMINO REAL DE LOS OLIVOS,5.72E-06,,
42983,03 DE JUNIO DE 1861,5.72E-06,,
42962,PRIMERA CERRADA DE ALBERTO SALINAS 93,5.72E-06,,
42963,PUENTE 186,5.72E-06,,
42964,ESTACIONAMIENTO  AEREO DE A-B,5.72E-06,,
42965,RAMON RODRIGUEZ 96,5.72E-06,,
42966,AVENIDA   MUNICIPIO LIBRE,5.72E-06,,
42967,JUAREZ 21 EDIF D DEPTO 302,5.72E-06,,
42968,CANAL DE MIRAMONTES 3152,5.72E-06,,
42969,DIVISION DEL NORTE Y MELCHOR OCAMPO,5.72E-06,,
42970,LA ESPERANZA,5.72E-06,,
42971,RUBEN DARIO   TORRE DEL PARQUE,5.72E-06,,
42972,CERRADA DE ADOLFO LOPEZ MATEOS,5.72E-06,,
42973,JOSE PEON DEL VALLE 180,5.72E-06,,
42974,GENERAL ANTONIO  ROSALES,5.72E-06,,
42975,AVENIDA TELECOMUNICACIONES Y CALLE TRES,5.72E-06,,
42976,TORIO,5.72E-06,,
42977,PLAYA HORNITOS,5.72E-06,,
42978,CERRAD DE PIRULES,5.72E-06,,
42979,TECACALO (NO SE UBICA EN COLONIA DE HECHOS),5.72E-06,,
42980,CALLE  69,5.72E-06,,
42981,EJE 1 ESQUINA ZARCO,5.72E-06,,
42982,PTE. 14 (NO SE ENCONTRO CALLE),5.72E-06,,
42903,"LAGO WETTER,",5.72E-06,,
42902,FRENTE AL NUMERO 352 DE LA CALLE DE ROTOGRABADOS,5.72E-06,,
42901,DOCTOR BALMIS (HOSPITAL GENERAL DE MEXICO),5.72E-06,,
42826,FERNANDO  LOPEZ  ARIAS,5.72E-06,,
42816,AVENIDA GUADALUPE VICTORIA Y AVENIDA RIO CHURUBUSCO,5.72E-06,,
42817,AVENIDA ACUEDUCTO 933,5.72E-06,,
42818,MIGUEL NORENA PLANTA ALTA,5.72E-06,,
42819,CERRADA ROSA VIOLETA,5.72E-06,,
42820,CAMINO ANTIGUO A SAN BARTOLO 2,5.72E-06,,
42821,NOPATITLA  NUMERO 52,5.72E-06,,
42822,CALLE CUAUHTEMOC 41,5.72E-06,,
42823,MIGUEL ALEMAN ENTRE AVENIDA SANTA CRUZ  MEYEHUALCO Y FELIPE ANGELES,5.72E-06,,
42824,CAMINO A LAS LAJAS (LA COLONIA REFERIDA NO COINCIDE CON LA DEL RESULTADO DE LA BUSQUEDA),5.72E-06,,
42825,PINO SUR SANTA CRUZ DE GUADALUPE,5.72E-06,,
42827,CLINICA NAPOLES UBICADA EN CALLE ALABAMA,5.72E-06,,
42840,TOPAZA,5.72E-06,,
42828,CERRADA PUERTO DE MAZATLAN MANZANA 8,5.72E-06,,
42829,MERCADO 133,5.72E-06,,
42830,MACLOVIO HERRERA FRENTE AL NUMERO 3,5.72E-06,,
42831,FERNANDO  IGLESIAS  CALDERON,5.72E-06,,
42832,IZTLAZIHUALTL,5.72E-06,,
42833,GUANABANA NO 13,5.72E-06,,
42834,AERONAUTICA (NO SE UBICA LA CALLE),5.72E-06,,
42835,ECHOVER RIOJANO (NO SE UBICA LA CALLE),5.72E-06,,
42836,1ER CALLEJON DE ARNESES N. 5,5.72E-06,,
42837,1RA PRIVADA VIA INDUSTRIAL,5.72E-06,,
42814,CALLE RECREO,5.72E-06,,
42813,CERRADA DE OTORRILARINGOLOGOS,5.72E-06,,
42812,CDA.  S 5,5.72E-06,,
42811,CAMINO DE LA UNION 105,5.72E-06,,
42789,AVENIDA  CUAUHTEMOC (NO SE UBICA LA CALLE),5.72E-06,,
42790,CALZADA DE LA VIGA.,5.72E-06,,
42791,CALLE 16 ( no se ubico calle de referencia),5.72E-06,,
42792,CERRADA OCOTE,5.72E-06,,
42794,AVENIDA MIGUEL OTHON DE MENDIZABAL 363,5.72E-06,,
42795,PROLONGACION PINO,5.72E-06,,
42796,SAN ANTONIO NO. 90,5.72E-06,,
42797,CERRADA DE LERDO DE TEJADA,5.72E-06,,
42798,BAJADA DE MEYUCA MZ-18 L-24,5.72E-06,,
42799,PRIVADA DE LAGO KOLIND (LAGO KOLIND),5.72E-06,,
42800,AVENIDA CHAPULTEPEC Y PEDRO ANTONIO DE LOS SANTOS,5.72E-06,,
42801,PINO 22,5.72E-06,,
42802,PRIVADA GUADALAJARA,5.72E-06,,
42803,TERCERA CERRADA CARDOS,5.72E-06,,
42804,CARLOS GAREF FERNANDEZ,5.72E-06,,
42805,OLIVITUS,5.72E-06,,
42806,MAR IRLANDA,5.72E-06,,
42807,GERMANIO S/N,5.72E-06,,
42808,AV. SANTE FE,5.72E-06,,
42809,CAMINO A SAN TERESA,5.72E-06,,
42810,PROLONGACION CANAL NACIONAL NUMERO,5.72E-06,,
42838,AVENIDA CIEN FUEGOS,5.72E-06,,
42841,AVENID SANTA FE,5.72E-06,,
42900,PROLONGACION AVENIDA 5 DE MAYO,5.72E-06,,
42886,AV.  6,5.72E-06,,
42874,CALZADA COYUYA,5.72E-06,,
42875,RIO  RHIN,5.72E-06,,
42876,"SOTUTA ,",5.72E-06,,
42877,CALLE SUR 110 A (SUR 11O),5.72E-06,,
42878,CALLE TRES ANEGAS,5.72E-06,,
42879,AVENIDA POLITECNICO NACIONAL    -NO ESTA MARCADA-,5.72E-06,,
42881,CALLE BERTHA,5.72E-06,,
42882,AVENIDA DEL TEMOLUCO,5.72E-06,,
42883,-NO PROPORCIONA MAS DATOS PARA SU GEOREFERENCIACION-,5.72E-06,,
42885,AV.   MEXICO NTE.,5.72E-06,,
42889,AV. FRAY SERVANDO TERESA DE MIERY SUR,5.72E-06,,
42842,CALLE 11 137,5.72E-06,,
42890,LATERAL IGNACIO ZARAGOZA,5.72E-06,,
42891,GENERAL MIGUEL ALEMAN,5.72E-06,,
42892,NTE. 56,5.72E-06,,
42893,PINO SUAREZ (METROBUS MUSEO DE LA CIUDAD),5.72E-06,,
42894,CERRADA TAXAQUENA,5.72E-06,,
42895,ARGENTINOS EXT. 80 INT. 04,5.72E-06,,
42896,NTE 82 A,5.72E-06,,
42897,CALZADA DE LEGARIA,5.72E-06,,
42898,CHAYOTES,5.72E-06,,
42899,DOCTOR M. VILLADA,5.72E-06,,
42872,ALFREDO  BONFIL,5.72E-06,,
42870,FERROCARRIL DE CUERNAVACA  (LAGO LADOGA),5.72E-06,,
42869,PROLONGACION DIVISION DEL NORTE Y AVENIDA MEXICO,5.72E-06,,
42868,SANTA CECILIA  (LA CALLE NO SE UBICA),5.72E-06,,
42843,AV. F.C. DE CINTUR,5.72E-06,,
42844,ORIENTE 105 (NO SE LOCALIZARON LAS CALLES EN LA COLONIA REFERICA),5.72E-06,,
42845,RIO DANIBIO,5.72E-06,,
42847,CANAL NACIONAL DE AMECAMECA 18,5.72E-06,,
42848,NILO FRENTE AL NUMERO 128,5.72E-06,,
42849,ALTA TENSION SIN NUMERO,5.72E-06,,
42850,BOULEVARD 4A,5.72E-06,,
42851,CALLEJON DE AVENIDA DEL CANAL,5.72E-06,,
42852,AVENIDA RIO MAGDALENA EXT. 289,5.72E-06,,
42853,FRANCISCO  BENITEZ,5.72E-06,,
42854,"FORTUNA, S/N",5.72E-06,,
42855,AV. DEL PANTEON,5.72E-06,,
42856,FLORES Y DALIAS,5.72E-06,,
42857,HIDALGOSAN ANTONI TECOMITL,5.72E-06,,
42859,CALZADA LA VIGA Y EJE 6,5.72E-06,,
42861,CIENCIA,5.72E-06,,
42862,CONGRESO DE LA UNION LOCAL,5.72E-06,,
42864,AVENIDA DE LAS TORRES MZ 131 LT 1,5.72E-06,,
42865,CALZADA DEL PENON (LA COLONIA DE REFERENCIA NO COINCIDE CON LA DE LOS HECHOS),5.72E-06,,
42866,AV DE LAS TORRES EXT. 446,5.72E-06,,
42867,2A CERRADA DE HIDALGO,5.72E-06,,
43010,GOLF DE LOS IRIS,5.72E-06,,
43011,SEPTIMO ANDADOR RIO SANTA MARIA 109,5.72E-06,,
43012,PUENTE DE MORALILLO,5.72E-06,,
43173,3RA. CERRADA DE LAS FLORES,5.72E-06,,
43162,MANUEL GUTIERREZ NAJERA NUMERO 77,5.72E-06,,
43163,ONOFRE CAPETO ESQUINA CON IGNACIO MOLINA,5.72E-06,,
43164,SUPERMANZANA I  MANZANA  25 LOTE  2,5.72E-06,,
43165,PERIFERICO SUR BOULEVARD ADOLFO LOPEZ MATEOS 4690,5.72E-06,,
43166,VERIN (LA COLONIA DE REFERENCIA NO CINCIDE CON LA DE LOS HECHOS),5.72E-06,,
43167,CALLE JAVIER MINA Y AVENIDA TLAHUAC,5.72E-06,,
43168,GENERAL BENJAMIN ARGUMEDO NUMERO 65,5.72E-06,,
43169,PLUMBAGO 58,5.72E-06,,
43171,TIZIMIN 309,5.72E-06,,
43172,CAMINO A NEXTENGO  78,5.72E-06,,
43175,CERREDA DEL CHIQUIHUITE,5.72E-06,,
43189,JOAQUIN FERNANDEZ DE LIZARDI,5.72E-06,,
43176,MOCTEZUMA  II  NUM  52,5.72E-06,,
43177,JORONQUILLO,5.72E-06,,
43178,AZUCENAS MZ 63 LT 09,5.72E-06,,
43179,"PUENTE DE PIEDRA, ESQUINA CUAUHTEMOC",5.72E-06,,
43180,"AV. DE LA REPUBLICA NUMERO 127, CUARTO DE AZOTEA",5.72E-06,,
43181,DENTRO DEL COMERCIAL DE PATIO TLALPAN,5.72E-06,,
43183,AVENIDA JARDIN  330,5.72E-06,,
43184,pista de canotaje,5.72E-06,,
43185,LORETO FABELA Y CALZADA SAN JUAN DE ARAGON,5.72E-06,,
43187,AVENIDA ANTIGUA CALZADA DE GUADALUPE 161,5.72E-06,,
43161,PELUQUEROS COLONIA MORELOS,5.72E-06,,
43160,SEXTA CERRADA DE CAMINO NACIONAL,5.72E-06,,
43159,"LAGO  WETTER  86,  INTERIOR 1",5.72E-06,,
43158,POZO PEDREGAL Y CALLEJON REAL DE SAN MARTIN,5.72E-06,,
